fips,county,state,location,population
31061,Franklin,Nebraska,Nebraska-Franklin,3225
31063,Frontier,Nebraska,Nebraska-Frontier,2756
31065,Furnas,Nebraska,Nebraska-Furnas,4959
31067,Gage,Nebraska,Nebraska-Gage,22311
31069,Garden,Nebraska,Nebraska-Garden,2057
31071,Garfield,Nebraska,Nebraska-Garfield,2049
31073,Gosper,Nebraska,Nebraska-Gosper,2044
31075,Grant,Nebraska,Nebraska-Grant,614
31077,Greeley,Nebraska,Nebraska-Greeley,2538
31079,Hall,Nebraska,Nebraska-Hall,58607
31081,Hamilton,Nebraska,Nebraska-Hamilton,9124
31083,Harlan,Nebraska,Nebraska-Harlan,3423
31085,Hayes,Nebraska,Nebraska-Hayes,967
31087,Hitchcock,Nebraska,Nebraska-Hitchcock,2908
31089,Holt,Nebraska,Nebraska-Holt,10435
31091,Hooker,Nebraska,Nebraska-Hooker,736
31093,Howard,Nebraska,Nebraska-Howard,6274
31095,Jefferson,Nebraska,Nebraska-Jefferson,7547
31097,Johnson,Nebraska,Nebraska-Johnson,5217
31099,Kearney,Nebraska,Nebraska-Kearney,6489
31101,Keith,Nebraska,Nebraska-Keith,8368
31103,Keya Paha,Nebraska,Nebraska-Keya Paha,824
31105,Kimball,Nebraska,Nebraska-Kimball,3821
31107,Knox,Nebraska,Nebraska-Knox,8701
31109,Lancaster,Nebraska,Nebraska-Lancaster,285407
31111,Lincoln,Nebraska,Nebraska-Lincoln,36288
31113,Logan,Nebraska,Nebraska-Logan,763
31115,Loup,Nebraska,Nebraska-Loup,632
31117,McPherson,Nebraska,Nebraska-McPherson,539
31119,Madison,Nebraska,Nebraska-Madison,34876
31121,Merrick,Nebraska,Nebraska-Merrick,7845
31123,Morrill,Nebraska,Nebraska-Morrill,5042
31125,Nance,Nebraska,Nebraska-Nance,3735
31127,Nemaha,Nebraska,Nebraska-Nemaha,7248
31129,Nuckolls,Nebraska,Nebraska-Nuckolls,4500
31131,Otoe,Nebraska,Nebraska-Otoe,15740
31133,Pawnee,Nebraska,Nebraska-Pawnee,2773
31135,Perkins,Nebraska,Nebraska-Perkins,2970
31137,Phelps,Nebraska,Nebraska-Phelps,9188
31139,Pierce,Nebraska,Nebraska-Pierce,7266
31141,Platte,Nebraska,Nebraska-Platte,32237
31143,Polk,Nebraska,Nebraska-Polk,5406
31145,Red Willow,Nebraska,Nebraska-Red Willow,11055
31147,Richardson,Nebraska,Nebraska-Richardson,8363
31149,Rock,Nebraska,Nebraska-Rock,1526
31151,Saline,Nebraska,Nebraska-Saline,14200
31153,Sarpy,Nebraska,Nebraska-Sarpy,158840
31155,Saunders,Nebraska,Nebraska-Saunders,20780
31157,Scotts Bluff,Nebraska,Nebraska-Scotts Bluff,36970
31159,Seward,Nebraska,Nebraska-Seward,16750
31161,Sheridan,Nebraska,Nebraska-Sheridan,5469
31163,Sherman,Nebraska,Nebraska-Sherman,3152
31165,Sioux,Nebraska,Nebraska-Sioux,1311
31167,Stanton,Nebraska,Nebraska-Stanton,6129
31169,Thayer,Nebraska,Nebraska-Thayer,5228
31171,Thomas,Nebraska,Nebraska-Thomas,647
31173,Thurston,Nebraska,Nebraska-Thurston,6940
31175,Valley,Nebraska,Nebraska-Valley,4260
31177,Washington,Nebraska,Nebraska-Washington,20234
31179,Wayne,Nebraska,Nebraska-Wayne,9595
31181,Webster,Nebraska,Nebraska-Webster,3812
31183,Wheeler,Nebraska,Nebraska-Wheeler,818
31185,York,Nebraska,Nebraska-York,13665
32001,Churchill,Nevada,Nevada-Churchill,24877
32003,Clark,Nevada,Nevada-Clark,1951269
32005,Douglas,Nevada,Nevada-Douglas,46997
32007,Elko,Nevada,Nevada-Elko,48818
32009,Esmeralda,Nevada,Nevada-Esmeralda,783
32011,Eureka,Nevada,Nevada-Eureka,1987
32013,Humboldt,Nevada,Nevada-Humboldt,16528
32015,Lander,Nevada,Nevada-Lander,5775
32017,Lincoln,Nevada,Nevada-Lincoln,5345
32019,Lyon,Nevada,Nevada-Lyon,51980
32021,Mineral,Nevada,Nevada-Mineral,4772
32023,Nye,Nevada,Nevada-Nye,43946
32027,Pershing,Nevada,Nevada-Pershing,6753
32029,Storey,Nevada,Nevada-Storey,4010
32031,Washoe,Nevada,Nevada-Washoe,421407
32033,White Pine,Nevada,Nevada-White Pine,10030
32510,Carson City,Nevada,Nevada-Carson City,55274
33001,Belknap,New Hampshire,New Hampshire-Belknap,60088
33003,Carroll,New Hampshire,New Hampshire-Carroll,47818
33005,Cheshire,New Hampshire,New Hampshire-Cheshire,77117
33007,Coos,New Hampshire,New Hampshire-Coos,33055
33009,Grafton,New Hampshire,New Hampshire-Grafton,89118
33011,Hillsborough,New Hampshire,New Hampshire-Hillsborough,400721
33013,Merrimack,New Hampshire,New Hampshire-Merrimack,146445
33015,Rockingham,New Hampshire,New Hampshire-Rockingham,295223
33017,Strafford,New Hampshire,New Hampshire-Strafford,123143
33019,Sullivan,New Hampshire,New Hampshire-Sullivan,43742
34001,Atlantic,New Jersey,New Jersey-Atlantic,274549
34003,Bergen,New Jersey,New Jersey-Bergen,905116
34005,Burlington,New Jersey,New Jersey-Burlington,448734
34007,Camden,New Jersey,New Jersey-Camden,513657
34009,Cape May,New Jersey,New Jersey-Cape May,97265
34011,Cumberland,New Jersey,New Jersey-Cumberland,156898
34013,Essex,New Jersey,New Jersey-Essex,783969
34015,Gloucester,New Jersey,New Jersey-Gloucester,288288
34017,Hudson,New Jersey,New Jersey-Hudson,634266
34019,Hunterdon,New Jersey,New Jersey-Hunterdon,128349
34021,Mercer,New Jersey,New Jersey-Mercer,366513
34023,Middlesex,New Jersey,New Jersey-Middlesex,809858
34025,Monmouth,New Jersey,New Jersey-Monmouth,630380
34027,Morris,New Jersey,New Jersey-Morris,492276
34029,Ocean,New Jersey,New Jersey-Ocean,576567
34031,Passaic,New Jersey,New Jersey-Passaic,501226
34033,Salem,New Jersey,New Jersey-Salem,66083
34035,Somerset,New Jersey,New Jersey-Somerset,323444
34037,Sussex,New Jersey,New Jersey-Sussex,149265
34039,Union,New Jersey,New Jersey-Union,536499
34041,Warren,New Jersey,New Jersey-Warren,108692
35001,Bernalillo,New Mexico,New Mexico-Bernalillo,662564
35003,Catron,New Mexico,New Mexico-Catron,3725
35005,Chaves,New Mexico,New Mexico-Chaves,65645
35006,Cibola,New Mexico,New Mexico-Cibola,27213
35007,Colfax,New Mexico,New Mexico-Colfax,13750
35009,Curry,New Mexico,New Mexico-Curry,48376
35011,DeBaca,New Mexico,New Mexico-DeBaca,2022
35013,Dona Ana,New Mexico,New Mexico-Dona Ana,209233
35015,Eddy,New Mexico,New Mexico-Eddy,53829
35017,Grant,New Mexico,New Mexico-Grant,29514
35019,Guadalupe,New Mexico,New Mexico-Guadalupe,4687
35021,Harding,New Mexico,New Mexico-Harding,695
35023,Hidalgo,New Mexico,New Mexico-Hidalgo,4894
35025,Lea,New Mexico,New Mexico-Lea,64727
35027,Lincoln,New Mexico,New Mexico-Lincoln,20497
35028,Los Alamos,New Mexico,New Mexico-Los Alamos,17950
35029,Luna,New Mexico,New Mexico-Luna,25095
35031,McKinley,New Mexico,New Mexico-McKinley,71492
35033,Mora,New Mexico,New Mexico-Mora,4881
35035,Otero,New Mexico,New Mexico-Otero,63797
35037,Quay,New Mexico,New Mexico-Quay,9041
35039,Rio Arriba,New Mexico,New Mexico-Rio Arriba,40246
35041,Roosevelt,New Mexico,New Mexico-Roosevelt,19846
35043,Sandoval,New Mexico,New Mexico-Sandoval,131561
35045,San Juan,New Mexico,New Mexico-San Juan,130044
35047,San Miguel,New Mexico,New Mexico-San Miguel,29393
35049,Santa Fe,New Mexico,New Mexico-Santa Fe,144170
35051,Sierra,New Mexico,New Mexico-Sierra,11988
35053,Socorro,New Mexico,New Mexico-Socorro,17866
35055,Taos,New Mexico,New Mexico-Taos,32937
35057,Torrance,New Mexico,New Mexico-Torrance,16383
35059,Union,New Mexico,New Mexico-Union,4549
35061,Valencia,New Mexico,New Mexico-Valencia,76569
36001,Albany,New York,New York-Albany,304204
36003,Allegany,New York,New York-Allegany,48946
36005,Bronx,New York,New York-Bronx,1385108
36007,Broome,New York,New York-Broome,200600
36009,Cattaraugus,New York,New York-Cattaraugus,80317
36011,Cayuga,New York,New York-Cayuga,80026
36013,Chautauqua,New York,New York-Chautauqua,134905
36015,Chemung,New York,New York-Chemung,88830
36017,Chenango,New York,New York-Chenango,50477
36019,Clinton,New York,New York-Clinton,82128
36021,Columbia,New York,New York-Columbia,63096
36023,Cortland,New York,New York-Cortland,49336
36025,Delaware,New York,New York-Delaware,47980
36027,Dutchess,New York,New York-Dutchess,297488
36029,Erie,New York,New York-Erie,919040
36031,Essex,New York,New York-Essex,39370
36033,Franklin,New York,New York-Franklin,51599
36035,Fulton,New York,New York-Fulton,55531
36037,Genesee,New York,New York-Genesee,60079
36039,Greene,New York,New York-Greene,49221
36041,Hamilton,New York,New York-Hamilton,4836
36043,Herkimer,New York,New York-Herkimer,64519
36045,Jefferson,New York,New York-Jefferson,116229
36047,Kings,New York,New York-Kings,2504700
36049,Lewis,New York,New York-Lewis,27087
36051,Livingston,New York,New York-Livingston,65393
36053,Madison,New York,New York-Madison,73442
36055,Monroe,New York,New York-Monroe,744344
36057,Montgomery,New York,New York-Montgomery,50219
36059,Nassau,New York,New York-Nassau,1339532
36061,New York,New York,New York-New York,1585873
36063,Niagara,New York,New York-Niagara,216469
36065,Oneida,New York,New York-Oneida,234878
36067,Onondaga,New York,New York-Onondaga,467026
36069,Ontario,New York,New York-Ontario,107931
36071,Orange,New York,New York-Orange,372813
36073,Orleans,New York,New York-Orleans,42883
36075,Oswego,New York,New York-Oswego,122109
36077,Otsego,New York,New York-Otsego,62259
36079,Putnam,New York,New York-Putnam,99710
36081,Queens,New York,New York-Queens,2230722
36083,Rensselaer,New York,New York-Rensselaer,159429
36085,Richmond,New York,New York-Richmond,468730
36087,Rockland,New York,New York-Rockland,311687
36089,St. Lawrence,New York,New York-St. Lawrence,111944
36091,Saratoga,New York,New York-Saratoga,219607
36093,Schenectady,New York,New York-Schenectady,154727
36095,Schoharie,New York,New York-Schoharie,32749
36097,Schuyler,New York,New York-Schuyler,18343
36099,Seneca,New York,New York-Seneca,35251
36101,Steuben,New York,New York-Steuben,98990
36103,Suffolk,New York,New York-Suffolk,1493350
36105,Sullivan,New York,New York-Sullivan,77547
36107,Tioga,New York,New York-Tioga,51125
36109,Tompkins,New York,New York-Tompkins,101564
36111,Ulster,New York,New York-Ulster,182493
36113,Warren,New York,New York-Warren,65707
36115,Washington,New York,New York-Washington,63216
36117,Wayne,New York,New York-Wayne,93772
36119,Westchester,New York,New York-Westchester,949113
36121,Wyoming,New York,New York-Wyoming,42155
36123,Yates,New York,New York-Yates,25348
37001,Alamance,North Carolina,North Carolina-Alamance,151131
37003,Alexander,North Carolina,North Carolina-Alexander,37198
37005,Alleghany,North Carolina,North Carolina-Alleghany,11155
37007,Anson,North Carolina,North Carolina-Anson,26948
37009,Ashe,North Carolina,North Carolina-Ashe,27281
37011,Avery,North Carolina,North Carolina-Avery,17797
37013,Beaufort,North Carolina,North Carolina-Beaufort,47759
37015,Bertie,North Carolina,North Carolina-Bertie,21282
37017,Bladen,North Carolina,North Carolina-Bladen,35190
37019,Brunswick,North Carolina,North Carolina-Brunswick,107431
37021,Buncombe,North Carolina,North Carolina-Buncombe,238318
37023,Burke,North Carolina,North Carolina-Burke,90912
37025,Cabarrus,North Carolina,North Carolina-Cabarrus,178011
37027,Caldwell,North Carolina,North Carolina-Caldwell,83029
37029,Camden,North Carolina,North Carolina-Camden,9980
37031,Carteret,North Carolina,North Carolina-Carteret,66469
37033,Caswell,North Carolina,North Carolina-Caswell,23719
37035,Catawba,North Carolina,North Carolina-Catawba,154358
37037,Chatham,North Carolina,North Carolina-Chatham,63505
37039,Cherokee,North Carolina,North Carolina-Cherokee,27444
37041,Chowan,North Carolina,North Carolina-Chowan,14793
37043,Clay,North Carolina,North Carolina-Clay,10587
37045,Cleveland,North Carolina,North Carolina-Cleveland,98078
37047,Columbus,North Carolina,North Carolina-Columbus,58098
37049,Craven,North Carolina,North Carolina-Craven,103505
37051,Cumberland,North Carolina,North Carolina-Cumberland,319431
37053,Currituck,North Carolina,North Carolina-Currituck,23547
37055,Dare,North Carolina,North Carolina-Dare,33920
37057,Davidson,North Carolina,North Carolina-Davidson,162878
37059,Davie,North Carolina,North Carolina-Davie,41240
37061,Duplin,North Carolina,North Carolina-Duplin,58505
37063,Durham,North Carolina,North Carolina-Durham,267587
37065,Edgecombe,North Carolina,North Carolina-Edgecombe,56552
37067,Forsyth,North Carolina,North Carolina-Forsyth,350670
37069,Franklin,North Carolina,North Carolina-Franklin,60619
37071,Gaston,North Carolina,North Carolina-Gaston,206086
37073,Gates,North Carolina,North Carolina-Gates,12197
37075,Graham,North Carolina,North Carolina-Graham,8861
37077,Granville,North Carolina,North Carolina-Granville,59916
37079,Greene,North Carolina,North Carolina-Greene,21362
37081,Guilford,North Carolina,North Carolina-Guilford,488406
37083,Halifax,North Carolina,North Carolina-Halifax,54691
37085,Harnett,North Carolina,North Carolina-Harnett,114678
37087,Haywood,North Carolina,North Carolina-Haywood,59036
37089,Henderson,North Carolina,North Carolina-Henderson,106740
37091,Hertford,North Carolina,North Carolina-Hertford,24669
37093,Hoke,North Carolina,North Carolina-Hoke,46952
37095,Hyde,North Carolina,North Carolina-Hyde,5810
37097,Iredell,North Carolina,North Carolina-Iredell,159437
37099,Jackson,North Carolina,North Carolina-Jackson,40271
37101,Johnston,North Carolina,North Carolina-Johnston,168878
37103,Jones,North Carolina,North Carolina-Jones,10153
37105,Lee,North Carolina,North Carolina-Lee,57866
37107,Lenoir,North Carolina,North Carolina-Lenoir,59495
37109,Lincoln,North Carolina,North Carolina-Lincoln,78265
37111,McDowell,North Carolina,North Carolina-McDowell,44996
37113,Macon,North Carolina,North Carolina-Macon,33922
37115,Madison,North Carolina,North Carolina-Madison,20764
37117,Martin,North Carolina,North Carolina-Martin,24505
37119,Mecklenburg,North Carolina,North Carolina-Mecklenburg,919628
37121,Mitchell,North Carolina,North Carolina-Mitchell,15579
37123,Montgomery,North Carolina,North Carolina-Montgomery,27798
37125,Moore,North Carolina,North Carolina-Moore,88247
37127,Nash,North Carolina,North Carolina-Nash,95840
37129,New Hanover,North Carolina,North Carolina-New Hanover,202667
37131,Northampton,North Carolina,North Carolina-Northampton,22099
37133,Onslow,North Carolina,North Carolina-Onslow,177772
37135,Orange,North Carolina,North Carolina-Orange,133801
37137,Pamlico,North Carolina,North Carolina-Pamlico,13144
37139,Pasquotank,North Carolina,North Carolina-Pasquotank,40661
37141,Pender,North Carolina,North Carolina-Pender,52217
37143,Perquimans,North Carolina,North Carolina-Perquimans,13453
37145,Person,North Carolina,North Carolina-Person,39464
37147,Pitt,North Carolina,North Carolina-Pitt,168148
37149,Polk,North Carolina,North Carolina-Polk,20510
37151,Randolph,North Carolina,North Carolina-Randolph,141752
37153,Richmond,North Carolina,North Carolina-Richmond,46639
37155,Robeson,North Carolina,North Carolina-Robeson,134168
37157,Rockingham,North Carolina,North Carolina-Rockingham,93643
37159,Rowan,North Carolina,North Carolina-Rowan,138428
37161,Rutherford,North Carolina,North Carolina-Rutherford,67810
37163,Sampson,North Carolina,North Carolina-Sampson,63431
37165,Scotland,North Carolina,North Carolina-Scotland,36157
37167,Stanly,North Carolina,North Carolina-Stanly,60585
37169,Stokes,North Carolina,North Carolina-Stokes,47401
37171,Surry,North Carolina,North Carolina-Surry,73673
37173,Swain,North Carolina,North Carolina-Swain,13981
37175,Transylvania,North Carolina,North Carolina-Transylvania,33090
37177,Tyrrell,North Carolina,North Carolina-Tyrrell,4407
37179,Union,North Carolina,North Carolina-Union,201292
37181,Vance,North Carolina,North Carolina-Vance,45422
37183,Wake,North Carolina,North Carolina-Wake,900993
37185,Warren,North Carolina,North Carolina-Warren,20972
37187,Washington,North Carolina,North Carolina-Washington,13228
37189,Watauga,North Carolina,North Carolina-Watauga,51079
37191,Wayne,North Carolina,North Carolina-Wayne,122623
37193,Wilkes,North Carolina,North Carolina-Wilkes,69340
37195,Wilson,North Carolina,North Carolina-Wilson,81234
37197,Yadkin,North Carolina,North Carolina-Yadkin,38406
37199,Yancey,North Carolina,North Carolina-Yancey,17818
38001,Adams,North Dakota,North Dakota-Adams,2343
38003,Barnes,North Dakota,North Dakota-Barnes,11066
38005,Benson,North Dakota,North Dakota-Benson,6660
38007,Billings,North Dakota,North Dakota-Billings,783
38009,Bottineau,North Dakota,North Dakota-Bottineau,6429
38011,Bowman,North Dakota,North Dakota-Bowman,3151
38013,Burke,North Dakota,North Dakota-Burke,1968
38015,Burleigh,North Dakota,North Dakota-Burleigh,81308
38017,Cass,North Dakota,North Dakota-Cass,149778
38019,Cavalier,North Dakota,North Dakota-Cavalier,3993
38021,Dickey,North Dakota,North Dakota-Dickey,5289
38023,Divide,North Dakota,North Dakota-Divide,2071
38025,Dunn,North Dakota,North Dakota-Dunn,3536
38027,Eddy,North Dakota,North Dakota-Eddy,2385
38029,Emmons,North Dakota,North Dakota-Emmons,3550
38031,Foster,North Dakota,North Dakota-Foster,3343
38033,Golden Valley,North Dakota,North Dakota-Golden Valley,1680
38035,Grand Forks,North Dakota,North Dakota-Grand Forks,66861
38037,Grant,North Dakota,North Dakota-Grant,2394
38039,Griggs,North Dakota,North Dakota-Griggs,2420
38041,Hettinger,North Dakota,North Dakota-Hettinger,2477
38043,Kidder,North Dakota,North Dakota-Kidder,2435
38045,LaMoure,North Dakota,North Dakota-LaMoure,4139
38047,Logan,North Dakota,North Dakota-Logan,1990
38049,McHenry,North Dakota,North Dakota-McHenry,5395
38051,McIntosh,North Dakota,North Dakota-McIntosh,2809
38053,McKenzie,North Dakota,North Dakota-McKenzie,6360
38055,McLean,North Dakota,North Dakota-McLean,8962
38057,Mercer,North Dakota,North Dakota-Mercer,8424
38059,Morton,North Dakota,North Dakota-Morton,27471
38061,Mountrail,North Dakota,North Dakota-Mountrail,7673
38063,Nelson,North Dakota,North Dakota-Nelson,3126
38065,Oliver,North Dakota,North Dakota-Oliver,1846
38067,Pembina,North Dakota,North Dakota-Pembina,7413
38069,Pierce,North Dakota,North Dakota-Pierce,4357
38071,Ramsey,North Dakota,North Dakota-Ramsey,11451
38073,Ransom,North Dakota,North Dakota-Ransom,5457
38075,Renville,North Dakota,North Dakota-Renville,2470
38077,Richland,North Dakota,North Dakota-Richland,16321
38079,Rolette,North Dakota,North Dakota-Rolette,13937
38081,Sargent,North Dakota,North Dakota-Sargent,3829
38083,Sheridan,North Dakota,North Dakota-Sheridan,1321
38085,Sioux,North Dakota,North Dakota-Sioux,4153
38087,Slope,North Dakota,North Dakota-Slope,727
38089,Stark,North Dakota,North Dakota-Stark,24199
38091,Steele,North Dakota,North Dakota-Steele,1975
38093,Stutsman,North Dakota,North Dakota-Stutsman,21100
38095,Towner,North Dakota,North Dakota-Towner,2246
38097,Traill,North Dakota,North Dakota-Traill,8121
38099,Walsh,North Dakota,North Dakota-Walsh,11119
38101,Ward,North Dakota,North Dakota-Ward,61675
38103,Wells,North Dakota,North Dakota-Wells,4207
38105,Williams,North Dakota,North Dakota-Williams,22398
39001,Adams,Ohio,Ohio-Adams,28550
39003,Allen,Ohio,Ohio-Allen,106331
39005,Ashland,Ohio,Ohio-Ashland,53139
39007,Ashtabula,Ohio,Ohio-Ashtabula,101497
39009,Athens,Ohio,Ohio-Athens,64757
39011,Auglaize,Ohio,Ohio-Auglaize,45949
39013,Belmont,Ohio,Ohio-Belmont,70400
39015,Brown,Ohio,Ohio-Brown,44846
39017,Butler,Ohio,Ohio-Butler,368130
39019,Carroll,Ohio,Ohio-Carroll,28836
39021,Champaign,Ohio,Ohio-Champaign,40097
39023,Clark,Ohio,Ohio-Clark,138333
39025,Clermont,Ohio,Ohio-Clermont,197363
39027,Clinton,Ohio,Ohio-Clinton,42040
39029,Columbiana,Ohio,Ohio-Columbiana,107841
39031,Coshocton,Ohio,Ohio-Coshocton,36901
39033,Crawford,Ohio,Ohio-Crawford,43784
39035,Cuyahoga,Ohio,Ohio-Cuyahoga,1280122
39037,Darke,Ohio,Ohio-Darke,52959
39039,Defiance,Ohio,Ohio-Defiance,39037
39041,Delaware,Ohio,Ohio-Delaware,174214
39043,Erie,Ohio,Ohio-Erie,77079
39045,Fairfield,Ohio,Ohio-Fairfield,146156
39047,Fayette,Ohio,Ohio-Fayette,29030
39049,Franklin,Ohio,Ohio-Franklin,1163414
39051,Fulton,Ohio,Ohio-Fulton,42698
39053,Gallia,Ohio,Ohio-Gallia,30934
39055,Geauga,Ohio,Ohio-Geauga,93389
39057,Greene,Ohio,Ohio-Greene,161573
39059,Guernsey,Ohio,Ohio-Guernsey,40087
39061,Hamilton,Ohio,Ohio-Hamilton,802374
39063,Hancock,Ohio,Ohio-Hancock,74782
39065,Hardin,Ohio,Ohio-Hardin,32058
39067,Harrison,Ohio,Ohio-Harrison,15864
39069,Henry,Ohio,Ohio-Henry,28215
39071,Highland,Ohio,Ohio-Highland,43589
39073,Hocking,Ohio,Ohio-Hocking,29380
39075,Holmes,Ohio,Ohio-Holmes,42366
39077,Huron,Ohio,Ohio-Huron,59626
39079,Jackson,Ohio,Ohio-Jackson,33225
39081,Jefferson,Ohio,Ohio-Jefferson,69709
39083,Knox,Ohio,Ohio-Knox,60921
39085,Lake,Ohio,Ohio-Lake,230041
39087,Lawrence,Ohio,Ohio-Lawrence,62450
39089,Licking,Ohio,Ohio-Licking,166492
39091,Logan,Ohio,Ohio-Logan,45858
39093,Lorain,Ohio,Ohio-Lorain,301356
39095,Lucas,Ohio,Ohio-Lucas,441815
39097,Madison,Ohio,Ohio-Madison,43435
39099,Mahoning,Ohio,Ohio-Mahoning,238823
39101,Marion,Ohio,Ohio-Marion,66501
39103,Medina,Ohio,Ohio-Medina,172332
39105,Meigs,Ohio,Ohio-Meigs,23770
39107,Mercer,Ohio,Ohio-Mercer,40814
39109,Miami,Ohio,Ohio-Miami,102506
39111,Monroe,Ohio,Ohio-Monroe,14642
39113,Montgomery,Ohio,Ohio-Montgomery,535153
39115,Morgan,Ohio,Ohio-Morgan,15054
39117,Morrow,Ohio,Ohio-Morrow,34827
39119,Muskingum,Ohio,Ohio-Muskingum,86074
39121,Noble,Ohio,Ohio-Noble,14645
39123,Ottawa,Ohio,Ohio-Ottawa,41428
39125,Paulding,Ohio,Ohio-Paulding,19614
39127,Perry,Ohio,Ohio-Perry,36058
39129,Pickaway,Ohio,Ohio-Pickaway,55698
39131,Pike,Ohio,Ohio-Pike,28709
39133,Portage,Ohio,Ohio-Portage,161419
39135,Preble,Ohio,Ohio-Preble,42270
39137,Putnam,Ohio,Ohio-Putnam,34499
39139,Richland,Ohio,Ohio-Richland,124475
39141,Ross,Ohio,Ohio-Ross,78064
39143,Sandusky,Ohio,Ohio-Sandusky,60944
39145,Scioto,Ohio,Ohio-Scioto,79499
39147,Seneca,Ohio,Ohio-Seneca,56745
39149,Shelby,Ohio,Ohio-Shelby,49423
39151,Stark,Ohio,Ohio-Stark,375586
39153,Summit,Ohio,Ohio-Summit,541781
39155,Trumbull,Ohio,Ohio-Trumbull,210312
39157,Tuscarawas,Ohio,Ohio-Tuscarawas,92582
39159,Union,Ohio,Ohio-Union,52300
39161,Van Wert,Ohio,Ohio-Van Wert,28744
39163,Vinton,Ohio,Ohio-Vinton,13435
39165,Warren,Ohio,Ohio-Warren,212693
39167,Washington,Ohio,Ohio-Washington,61778
39169,Wayne,Ohio,Ohio-Wayne,114520
39171,Williams,Ohio,Ohio-Williams,37642
39173,Wood,Ohio,Ohio-Wood,125488
39175,Wyandot,Ohio,Ohio-Wyandot,22615
40001,Adair,Oklahoma,Oklahoma-Adair,22683
40003,Alfalfa,Oklahoma,Oklahoma-Alfalfa,5642
40005,Atoka,Oklahoma,Oklahoma-Atoka,14182
40007,Beaver,Oklahoma,Oklahoma-Beaver,5636
40009,Beckham,Oklahoma,Oklahoma-Beckham,22119
40011,Blaine,Oklahoma,Oklahoma-Blaine,11943
40013,Bryan,Oklahoma,Oklahoma-Bryan,42416
40015,Caddo,Oklahoma,Oklahoma-Caddo,29600
40017,Canadian,Oklahoma,Oklahoma-Canadian,115541
40019,Carter,Oklahoma,Oklahoma-Carter,47557
40021,Cherokee,Oklahoma,Oklahoma-Cherokee,46987
40023,Choctaw,Oklahoma,Oklahoma-Choctaw,15205
40025,Cimarron,Oklahoma,Oklahoma-Cimarron,2475
40027,Cleveland,Oklahoma,Oklahoma-Cleveland,255755
40029,Coal,Oklahoma,Oklahoma-Coal,5925
40031,Comanche,Oklahoma,Oklahoma-Comanche,124098
40033,Cotton,Oklahoma,Oklahoma-Cotton,6193
40035,Craig,Oklahoma,Oklahoma-Craig,15029
40037,Creek,Oklahoma,Oklahoma-Creek,69967
40039,Custer,Oklahoma,Oklahoma-Custer,27469
40041,Delaware,Oklahoma,Oklahoma-Delaware,41487
40043,Dewey,Oklahoma,Oklahoma-Dewey,4810
40045,Ellis,Oklahoma,Oklahoma-Ellis,4151
40047,Garfield,Oklahoma,Oklahoma-Garfield,60580
40049,Garvin,Oklahoma,Oklahoma-Garvin,27576
40051,Grady,Oklahoma,Oklahoma-Grady,52431
40053,Grant,Oklahoma,Oklahoma-Grant,4527
40055,Greer,Oklahoma,Oklahoma-Greer,6239
40057,Harmon,Oklahoma,Oklahoma-Harmon,2922
40059,Harper,Oklahoma,Oklahoma-Harper,3685
40061,Haskell,Oklahoma,Oklahoma-Haskell,12769
40063,Hughes,Oklahoma,Oklahoma-Hughes,14003
40065,Jackson,Oklahoma,Oklahoma-Jackson,26446
40067,Jefferson,Oklahoma,Oklahoma-Jefferson,6472
40069,Johnston,Oklahoma,Oklahoma-Johnston,10957
40071,Kay,Oklahoma,Oklahoma-Kay,46562
40073,Kingfisher,Oklahoma,Oklahoma-Kingfisher,15034
40075,Kiowa,Oklahoma,Oklahoma-Kiowa,9446
40077,Latimer,Oklahoma,Oklahoma-Latimer,11154
40079,Le Flore,Oklahoma,Oklahoma-Le Flore,50384
40081,Lincoln,Oklahoma,Oklahoma-Lincoln,34273
40083,Logan,Oklahoma,Oklahoma-Logan,41848
40085,Love,Oklahoma,Oklahoma-Love,9423
40087,McClain,Oklahoma,Oklahoma-McClain,34506
40089,McCurtain,Oklahoma,Oklahoma-McCurtain,33151
40091,McIntosh,Oklahoma,Oklahoma-McIntosh,20252
40093,Major,Oklahoma,Oklahoma-Major,7527
40095,Marshall,Oklahoma,Oklahoma-Marshall,15840
40097,Mayes,Oklahoma,Oklahoma-Mayes,41259
40099,Murray,Oklahoma,Oklahoma-Murray,13488
40101,Muskogee,Oklahoma,Oklahoma-Muskogee,70990
40103,Noble,Oklahoma,Oklahoma-Noble,11561
40105,Nowata,Oklahoma,Oklahoma-Nowata,10536
40107,Okfuskee,Oklahoma,Oklahoma-Okfuskee,12191
40109,Oklahoma,Oklahoma,Oklahoma-Oklahoma,718633
40111,Okmulgee,Oklahoma,Oklahoma-Okmulgee,40069
40113,Osage,Oklahoma,Oklahoma-Osage,47472
40115,Ottawa,Oklahoma,Oklahoma-Ottawa,31848
40117,Pawnee,Oklahoma,Oklahoma-Pawnee,16577
40119,Payne,Oklahoma,Oklahoma-Payne,77350
40121,Pittsburg,Oklahoma,Oklahoma-Pittsburg,45837
40123,Pontotoc,Oklahoma,Oklahoma-Pontotoc,37492
40125,Pottawatomie,Oklahoma,Oklahoma-Pottawatomie,69442
40127,Pushmataha,Oklahoma,Oklahoma-Pushmataha,11572
40129,Roger Mills,Oklahoma,Oklahoma-Roger Mills,3647
40131,Rogers,Oklahoma,Oklahoma-Rogers,86905
